Word	Pknown
tush	0.8713
tusk	0.9906
tusked	0.8735
tusker	0.4580
tussah	0.0661
tussle	0.9631
tussock	0.4383
tut	0.8262
tutee	0.2886
tutelage	0.8177
tutelary	0.4223
tutor	0.9926
tutorage	0.6658
tutorial	1.0000
tutoring	1.0000
tutorship	0.8756
tutu	0.9599
tux	0.9200
tuxedo	0.9925
tv	0.9579
twaddle	0.7068
twain	0.8706
twang	0.9378
twat	0.9301
tweak	0.9953
tweaker	0.9787
twee	0.5259
tweed	0.9570
tweedle	0.8359
tweedy	0.8099
tween	0.8963
tweet	0.9870
tweeter	0.9163
tweeting	0.9880
tweeze	0.9403
tweezer	0.9841
tweezers	1.0000
twelfth	0.9762
twelve	0.9943
twelvefold	0.9317
twelvemonth	0.4524
twelver	0.3634
twentieth	0.9853
twenty	0.9935
twentyfold	0.9509
twerp	0.9103
twice	0.9944
twiddle	0.9522
twiddling	0.9514
twig	0.9830
twigged	0.7570
twiggy	0.8954
twilight	1.0000
twilit	0.3061
twill	0.8212
twilled	0.6027
twilling	0.5294
twin	0.9975
twinberry	0.2935
twinborn	0.5415
twine	0.9675
twinflower	0.3897
twinge	0.9597
twinkle	0.9951
twinkles	0.9885
twinkling	0.9946
twinkly	0.9387
twinleaf	0.5167
twinned	0.8462
twinning	0.8255
twins	1.0000
twinset	0.8038
twirl	0.9927
twirler	0.9100
twist	0.9977
twistable	0.9782
twisted	1.0000
twister	0.9975
twisting	1.0000
twistingly	0.8529
twisty	0.9779
twit	0.9812
twitch	0.9976
twitcher	0.9231
twitchily	0.7237
twitchiness	0.9629
twitchingly	0.8283
twitchy	0.9926
twitter	0.9877
twittering	0.9466
twixt	0.7569
two	0.9977
twofaced	0.9201
twofer	0.5148
twofold	0.9756
twosome	0.9678
tycoon	0.9904
tying	0.9742
tyke	0.8157
tympana	0.3666
tympani	0.6391
tympanic	0.6524
tympanum	0.4825
type	0.9973
typecast	0.9756
typeface	0.9587
typescript	0.9160
typeset	0.9321
typesetter	0.9156
typesetting	0.9517
typewrite	0.9036
typewriter	1.0000
typewriting	0.9894
typewritten	0.9549
typhoid	0.9743
typhoon	0.9974
typhus	0.8095
typical	0.9973
typicality	0.6375
typically	1.0000
typify	0.8475
typist	0.9831
typo	0.9771
typographer	0.9643
typographic	0.9452
typographical	0.9752
typographically	0.9621
typography	0.9707
typological	0.8895
typologically	0.8112
typology	0.8924
tyrannical	0.9802
tyrannically	0.9534
tyrannize	0.8789
tyrannizing	0.7801
tyrannosaur	0.9010
tyrannosaurus	0.9746
tyrannous	0.7640
tyrannously	0.6554
tyranny	0.9875
tyrant	0.9789
tyro	0.2590
tyrosine	0.3928
u	0.1970
ubiquitin	0.3154
ubiquitous	0.9400
ubiquitously	0.9163
ubiquity	0.8594
udder	0.9742
udometer	0.2533
ugh	0.9005
uglification	0.5429
ugliness	0.9972
ugly	0.9898
ukase	0.0648
ukulele	0.9519
ulcer	0.9836
ulcerate	0.8032
ulcerated	0.8995
ulceration	0.8966
ulcerative	0.7318
ulcerous	0.9060
ulna	0.7311
ulnae	0.4687
ulnar	0.6005
ulterior	0.9534
ultimate	1.0000
ultimately	0.9975
ultimatum	0.9910
ultimo	0.3972
ultra	0.9877
ultracentrifuge	0.7000
ultraconservatism	0.9342
ultraconservative	0.9639
ultrafashionable	0.8633
ultrafast	0.8696
ultrafine	0.9257
ultrahigh	0.7530
ultraist	0.3525
ultraistic	0.3382
ultraliberal	0.8889
ultralight	0.9505
ultralow	0.6915
ultramarine	0.8514
ultramicroscopic	0.8293
ultramodern	0.9532
ultramontane	0.2283
ultranationalist	0.8827
ultraorthodox	0.8832
ultrashort	0.7581
ultrasonic	0.9878
ultrasound	0.9858
ultrathin	0.8214
ultraviolent	0.7899
ultraviolet	0.9952
ululate	0.4697
ululation	0.4923
um	0.7628
umami	0.4815
umbel	0.1578
umbellate	0.2696
umbellately	0.1131
umber	0.8128
umbilical	0.9875
umbilici	0.6117
umbilicus	0.7040
umbo	0.0366
umbra	0.6551
umbrae	0.5224
umbrage	0.8382
umbrageous	0.2389
umbrella	0.9951
umlaut	0.5639
ump	0.4846
umpire	0.9787
umpteen	0.8509
umpteenth	0.8859
un	0.4957
unabashed	0.9395
unabashedly	0.9430
unabated	0.9497
unabatedly	0.8894
unabbreviated	0.9827
unable	0.9768
unabridged	0.9664
unabsorbed	0.9733
unaccented	0.9287
unacceptability	0.9124
unacceptable	1.0000
unacceptably	0.9539
unaccepted	0.9728
unaccommodating	0.9905
unaccompanied	0.9952
unaccomplished	0.9899
unaccountability	0.9270
unaccountable	0.9953
unaccountably	0.9469
unaccounted	0.9926
unaccredited	0.9735
unaccustomed	0.9869
unaccustomedly	0.8048
unachievable	0.9975
unachieved	0.9276
unacknowledged	0.9644
unacquainted	0.9854
unacquaintedness	0.6951
unaddressed	0.9649
unadjusted	0.9244
unadoptable	0.9544
unadorned	0.9711
unadulterated	0.9907
unadventurous	0.9640
unadventurously	0.9076
unadvertised	0.9581
unadvisable	0.9338
unadvised	0.9317
unadvisedly	0.9223
unaesthetic	0.8507
unaffected	0.9870
unaffectedly	0.9192
unaffectedness	0.8402
unaffecting	0.9387
unaffectionate	0.9606
unaffiliated	0.9792
unaffordable	0.9929
unafraid	0.9864
unaggressive	0.9012
unaided	0.9773
unaired	0.9549
unalarmed	0.9673
unalienable	0.8175
unaligned	0.9297
unalike	0.7638
unalleviated	0.9304
unallied	0.8814
unallowable	0.9021
unalloyed	0.7087
unalterable	0.9759
unalterably	0.8829
unaltered	0.9922
unambiguous	0.9727
unambiguously	0.9717
unambiguousness	0.8631
unambitious	0.9708
unamortized	0.5466
unamplified	0.9221
unanalyzed	0.9208
unanchored	0.9596
unanimated	0.9313
unanimity	0.8673
unanimous	0.9845
unanimously	0.9782
unannounced	0.9955
unanswerable	0.9758
unanswerably	0.7895
unanswered	0.9950
unanticipated	0.9839
unapologetic	0.9976
unapparent	0.9194
unappealing	0.9903
unappeasable	0.9424
unappeasably	0.7983
unappeased	0.9828
unappetizing	0.9858
unapplied	0.9150
unappreciable	0.9187
unappreciated	0.9861
unappreciative	0.9923
unappreciatively	0.9593
unapprised	0.7813
unapproachable	0.9975
unappropriate	0.6027
unapproved	0.9836
unapt	0.4470
unarguable	0.8615
unarguably	0.8724
unarm	0.8338
unarmed	1.0000
unarmored	0.9405
unarranged	0.9148
unarticulated	0.9263
unary	0.2607
unascertainable	0.9138
unascertained	0.8350
unashamed	0.9952
unashamedly	0.9412
unasked	0.8420
unassailable	0.8861
unassailably	0.7674
unassembled	0.9532
unasserted	0.9027
unassertive	0.9621
unassertiveness	0.8971
unassigned	0.9934
unassimilated	0.9474
unassisted	0.9893
unassociated	0.9775
unassuming	0.9916
unassumingly	0.9774
unattached	1.0000
unattainable	0.9927
unattainably	0.9400
unattained	0.9802
unattended	0.9953
unattested	0.9257
unattractive	0.9976
unattractively	0.9766
unattractiveness	0.9770
unattributed	0.9761
unaudited	0.9289
unauthentic	0.8205
unauthenticated	0.9853
unauthorized	0.9976
unavailability	0.9786
unavailable	0.9898
unavailing	0.8914
unavailingly	0.8157
unavoidable	0.9975
unavoidably	0.9673
unawake	0.7153
unaware	1.0000
unawareness	0.9086
unawares	0.8027
unbaked	0.9488
unbalance	0.9588
unbalanced	0.9878
unbalancing	0.9564
unbanked	0.8000
unbar	0.6160
unbarred	0.9220
unbearable	0.9931
unbearably	0.9929
unbeatable	1.0000
unbeatably	0.9000
unbeaten	0.9877
unbeautiful	0.5417
unbecoming	0.9742
unbecomingly	0.9145
unbecomingness	0.7560
unbefitting	0.9468
unbeknown	0.8406
unbeknownst	0.9380
unbelief	0.7301
unbelievable	0.9949
unbelievably	0.9924
unbeliever	0.9136
unbelieving	0.9779
unbelievingly	0.8988
unbend	0.9139
unbendable	0.9873
unbending	0.9658
unbendingly	0.8716
unbeneficial	0.8877
unbent	0.8966
unbiased	0.9880
unbidden	0.8213
unbigoted	0.8169
unbilled	0.9165
unbind	0.9530
unbinding	0.9711
unbitten	0.9081
unbleached	0.9762
unblemished	0.9814
unblended	0.9519
unblessed	0.9204
unblinking	0.9369
unblinkingly	0.8838
unblock	0.9828
unblocked	0.9881
unblushing	0.7537
unblushingly	0.8132
unbolt	0.9472
unbolted	0.9643
unborn	0.9860
unbothered	0.9288
unbound	0.9716
unbounded	0.9679
unboundedly	0.7673
unbowed	0.8730
unboxed	0.9505
unbraid	0.9186
unbraided	0.9662
unbranded	0.9782
unbreakable	0.9977
unbreakably	0.8599
unbridgeable	0.8561
unbridle	0.9385
unbridled	0.9634
unbridling	0.8864
unbroken	0.9822
unbrokenly	0.6572
unbuckle	0.9928
unbuckled	0.9819
unbudgeted	0.9259
unbundle	0.9115
unbundled	0.9628
unburden	0.9480
unburdened	0.9837
unburied	0.9061
unburnable	0.8215
unburned	0.9093
unbury	0.6434
unbuttered	0.9539
unbutton	0.9782
unbuttoned	0.9908
uncalculated	0.9774
uncalculating	0.9249
uncalled	0.9513
uncannily	0.9309
uncanny	0.9899
uncanvassed	0.9028
uncap	0.9497
uncapped	0.9678
uncapsizable	0.8789
uncaptioned	0.9477
uncaring	0.9851
uncarpeted	0.9431
uncase	0.5808
uncased	0.8862
uncast	0.8338
uncatchable	0.9590
uncategorized	0.9949
uncaught	0.7752
uncaused	0.6110
unceasing	0.9603
unceasingly	0.9501
uncelebrated	0.9467
uncensored	1.0000
unceremonious	0.9578
unceremoniously	0.9818
uncertain	0.9955
uncertainly	0.9151
uncertainness	0.8811
uncertainty	0.9904
uncertified	0.9922
unchain	0.9764
unchained	0.9949
unchallengeable	0.9711
unchallenged	0.9925
unchallenging	0.9554
unchangeable	0.9951
unchangeableness	0.6692
unchangeably	0.8794
unchanged	0.9976
unchanging	0.9947
unchangingly	0.8695
uncharacteristic	0.9901
uncharacteristically	0.9932
uncharacterized	0.9777
uncharged	0.9813
uncharitable	0.9801
uncharitably	0.9582
uncharted	0.9910
unchartered	0.9854
unchaste	0.8688
unchastely	0.8106
uncheck	0.9721
unchecked	0.9953
unchristian	0.8740
uncial	0.2028
uncirculated	0.9738
uncircumcised	0.9918
uncivil	0.9560
uncivilized	0.9975
uncivilly	0.7879
unclad	0.9360
unclaimed	0.9897
unclamp	0.9654
unclamped	0.9616
unclasp	0.9524
unclasped	0.9618
unclassifiable	0.9720
unclassified	0.9978
uncle	0.9974
unclean	0.9895
uncleanly	0.8808
uncleanness	0.7247
unclear	0.9883
unclench	0.9640
unclick	0.8912
unclimbed	0.7680
unclip	0.9662
unclipped	0.9895
uncloak	0.9641
uncloaked	0.9869
unclog	0.9872
unclogged	0.9952
unclose	0.6000
unclosed	0.8298
unclothe	0.8645
unclothed	0.9953
unclouded	0.9475
uncluttered	0.9850
uncoated	0.9640
uncoil	0.9756
uncoiled	0.9934
uncollected	0.9766
uncollectible	0.9229
uncolored	0.9060
uncombed	0.9593
uncombined	0.8997
uncomely	0.7934
uncomfortable	0.9953
uncomfortably	0.9927
uncomforted	0.8490
uncomforting	0.8462
uncommented	0.8058
uncommitted	0.9854
uncommon	0.9956
uncommonly	0.9877
uncommonness	0.8427
uncommunicative	0.9657
uncommunicatively	0.9074
uncommunicativeness	0.8038
uncompassionate	0.8513
uncompelled	0.9068
uncompensated	0.9673
uncompetitive	0.9524
uncomplaining	0.8641
uncomplainingly	0.8623
uncompleted	0.9077
uncomplicated	0.9881
uncomplimentary	0.9687
uncompounded	0.8700
uncomprehending	0.9479
uncomprehendingly	0.8731
uncompressed	0.9151
uncompressible	0.8278
uncompromised	0.9955
uncompromising	0.9932
uncompromisingly	0.9738
unconcealed	0.9587
unconceivable	0.6806
unconcern	0.8064
unconcerned	0.9909
unconcernedly	0.8266
unconcluded	0.8024
uncondensed	0.9557
unconditional	0.9948
unconditionally	0.9975
unconditioned	0.9870
unconfident	0.8329
unconfidently	0.8577
unconfined	0.9926
unconfirmed	0.9944
unconformable	0.7668
unconformity	0.7763
unconfused	0.7039
uncongealed	0.9043
uncongenial	0.8724
uncongenially	0.8632
uncongested	0.9365
unconnected	0.9556
unconnectedly	0.7605
unconquerable	0.9455
unconquerably	0.7642
unconquered	0.9796
unconscientiously	0.9407
unconscionable	0.8258
unconscionably	0.8199
unconscious	0.9951
unconsciously	0.9922
unconsciousness	0.9852
unconsecrated	0.9049
unconsidered	0.9203
unconsolidated	0.9604
unconstitutional	0.9928
unconstitutionality	0.9303
unconstitutionally	0.9787
unconstrained	0.9707
unconstraint	0.6817
unconstructed	0.9277
unconstructive	0.9288
unconsumed	0.9492
unconsummated	0.9596
uncontainable	0.9644
uncontained	0.9758
uncontaminated	0.9835
uncontestable	0.9480
uncontested	0.9807
uncontrived	0.9040
uncontrollability	0.8687
uncontrollable	0.9871
uncontrollably	0.9927
uncontrolled	0.9976
uncontroversial	0.9302
uncontroverted	0.7434
uncontrovertibly	0.7299
unconventional	0.9946
unconventionality	0.9443
unconventionally	0.9955
unconverted	0.9330
unconvertible	0.8173
unconvinced	0.9853
unconvincing	0.9976
unconvincingly	0.9817
uncooked	0.9921
uncooperative	0.9928
uncoordinated	0.9947
uncork	0.9706
uncorked	0.9896
uncorking	0.9526
uncorrectable	0.8886
uncorrected	0.9591
uncorrelated	0.9640
uncorroborated	0.9208
uncorrupt	0.8456
uncorrupted	0.9726
uncorrupting	0.8997
uncountable	0.9129
uncounted	0.9647
uncouple	0.9254
uncoupled	0.9769
uncourageous	0.8640
uncouth	0.9200
uncouthly	0.8155
uncouthness	0.8362
uncover	0.9878
uncovered	0.9930
uncrated	0.8047
uncreated	0.8000
uncreative	0.9461
uncritical	0.8990
uncritically	0.8491
uncross	0.9104
uncrossed	0.9728
uncrown	0.8568
uncrowned	0.9375
uncrowning	0.7819
uncrushable	0.9834
uncrushed	0.9021
unction	0.5761
unctuous	0.6553
unctuously	0.5979
unctuousness	0.5932
uncultivable	0.6269
uncultivated	0.9878
uncultured	0.9945
uncurbed	0.8690
uncured	0.9550
uncurious	0.7273
uncurl	0.9599
uncurled	0.9600
uncurling	0.9371
uncustomary	0.8942
uncut	0.9933
undamaged	0.9918
undamaging	0.9229
undammed	0.6753
undated	0.9433
undaunted	0.9827
undauntedly	0.9179
undead	0.9831
undeceive	0.5768
undeceived	0.8648
undeceiving	0.8631
undecided	0.9974
undecidedly	0.9712
undecipherable	0.9310
undeclared	0.9927
undecorated	0.9803
undedicated	0.9318
undefeatable	0.9593
undefeated	0.9948
undefended	0.9712
undefiled	0.8801
undefined	0.9949
undeleted	0.8936
undeliverable	0.9886
undelivered	0.9904
undemanding	0.9442
undemocratic	0.9505
undemocratically	0.9195
undemonstrated	0.8938
undemonstrative	0.9453
undemonstratively	0.8409
undeniable	0.9976
undeniably	0.9944
undenominational	0.7132
undependable	0.9332
undependably	0.7768
under	0.9955
underachieve	0.9787
underachievement	0.9899
underachiever	0.9838
underage	0.9850
underappreciated	0.9788
underarm	0.9808
underbelly	0.9897
underbid	0.9188
underbody	0.9407
underboss	0.6878
underbred	0.7558
underbrush	0.9413
undercapitalization	0.8235
undercapitalize	0.8182
undercarriage	0.9728
undercharge	0.9670
undercharged	0.9843
underclass	0.9651
underclassman	0.8776
underclothes	0.9653
underclothing	0.9460
undercoat	0.9899
undercoated	0.9560
undercoating	0.9826
undercook	0.9672
undercooked	0.9821
undercover	0.9975
undercroft	0.5024
undercurrent	0.9779
undercut	0.9928
undercutting	0.9889
underdevelop	0.9779
underdeveloped	0.9807
underdevelopment	0.9856
underdog	1.0000
underdone	0.9388
underdressed	0.9812
undereducated	0.9267
underemployment	0.9007
underestimate	0.9926
underestimation	0.9681
underexpose	0.9621
underexposed	0.9841
underexposure	0.9714
underfed	0.8819
underfeed	0.8904
underfloor	0.7847
underflow	0.9129
underfoot	0.9630
underfund	0.9089
underfunded	0.9681
undergarment	0.9867
undergird	0.5395
undergirding	0.6691
underglaze	0.7883
undergo	0.9907
undergoing	0.9949
undergrad	0.9771
undergraduate	0.9927
underground	1.0000
undergrowth	0.9878
underhand	0.9926
underhanded	0.9883
underhandedly	0.9657
underhandedness	0.9537
underinsured	0.9071
underlain	0.6156
underlay	0.9452
underlayment	0.5146
underlet	0.4045
underlie	0.8329
underline	0.9946
underling	0.9569
underlining	0.9808
underlip	0.7561
underlying	0.9954
undermanned	0.9472
undermine	0.9949
undermining	0.9921
undermost	0.8289
underneath	0.9922
undernoted	0.8109
undernourished	0.9430
undernourishment	0.9292
undernutrition	0.7518
underpaid	0.9839
underpants	0.9950
underpass	0.9898
underpay	0.9590
underpayment	0.9707
underperform	0.9537
underperformance	0.9532
underpin	0.9158
underpinning	0.9434
underplay	0.9333
underpowered	0.9809
underprepared	0.9526
underprivileged	0.9924
underproduction	0.9294
underproductive	0.9295
underrate	0.9475
underrated	0.9879
underrating	0.9193
underreporting	0.8919
underrepresentation	0.9233
underrepresented	0.9332
underscore	0.9950
undersea	0.9268
undersecretary	0.8978
undersell	0.9330
underselling	0.9769
undersexed	0.9059
undersheriff	0.5962
undershirt	0.9948
undershoot	0.9204
undershorts	0.9280
undershot	0.9661
underside	0.9900
undersign	0.9279
undersigned	0.9661
undersize	0.9951
undersized	0.9885
underskirt	0.9614
underspecified	0.8912
understaffed	0.9950
understand	0.9921
understandability	0.9148
understandable	0.9976
understandably	0.9907
understanding	0.9977
understandingly	0.8932
understate	0.9869
understatement	1.0000
understood	1.0000
understory	0.7506
understrapper	0.4085
understudy	0.9898
undersupply	0.9070
undersurface	0.7919
undertake	0.9923
undertaker	0.9923
undertaking	0.9925
undertenant	0.5052
undertone	0.9880
undertook	0.9705
undertow	0.9643
undertrained	0.9304
underuse	0.9289
underutilized	0.9329
undervaluation	0.8878
undervalue	0.9723
undervalued	0.9810
undervaluing	0.9108
underwater	0.9863
underway	0.9926
underwear	0.9951
underweight	0.9872
underweighted	0.8725
underwent	0.9649
underwhelmed	0.9795
underwire	0.9713
underwood	0.8562
underworld	1.0000
underwrite	0.9614
underwriter	0.9341
underwriting	0.9686
undeserved	0.9949
undeservedly	0.9692
undeserving	0.9791
undeservingly	0.9606
undesignated	0.9835
undesigning	0.6404
undesirability	0.9378
undesirable	0.9929
undesirably	0.9756
undesired	0.9927
undestroyed	0.8578
undetached	0.9102
undetectable	0.9896
undetected	0.9949
undeterminable	0.9338
undetermined	0.9903
undeterred	0.9753
undevelopable	0.8668
undeveloped	0.9902
undeviating	0.9029
undeviatingly	0.7590
undiagnosed	0.9971
undid	0.8526
undifferentiated	0.9644
undiffused	0.8821
undigested	0.9924
undignified	0.9883
undiluted	0.9759
undiminished	0.9736
undimmed	0.8147
undine	0.2710
undiplomatic	0.9775
undirected	0.9641
undisbursed	0.8249
undiscernibly	0.8692
undiscerning	0.9552
undisciplined	1.0000
undisclosed	0.9952
undiscounted	0.8464
undiscouraged	0.7183
undiscoverable	0.9726
undiscovered	0.9976
undiscriminating	0.9007
undisguised	0.9457
undismayed	0.7896
undisputable	0.8640
undisputed	0.9973
undisputedly	0.9220
undisrupted	0.9063
undistinguishable	0.8667
undistinguished	0.9740
undistinguishing	0.9275
undistorted	0.9129
undistracted	0.9078
undistributed	0.9716
undisturbed	1.0000
undiversified	0.9503
undividable	0.8617
undivided	0.9949
undividedly	0.8972
undo	0.9976
undoable	0.8469
undock	0.8501
undocked	0.9262
undocumented	0.9870
undoing	0.9796
undomesticated	0.9664
undone	0.9899
undoubted	0.9082
undoubtedly	0.9902
undoubting	0.9391
undrafted	0.9341
undrape	0.7469
undraped	0.8796
undrawn	0.8341
undreamed	0.6872
undreamt	0.6488
undress	0.9947
undressed	0.9950
undrilled	0.8292
undrinkable	0.9688
undue	0.9442
undulant	0.7418
undulate	0.9086
undulated	0.9227
undulating	0.9296
undulation	0.8810
unduly	0.9177
undusted	0.8815
undutiful	0.8104
undying	0.9771
undyingly	0.8664
uneager	0.8081
unearned	0.9749
unearth	0.9905
unearthed	0.9976
unearthliness	0.9515
unearthly	0.9846
unease	0.9865
uneasily	0.9835
uneasiness	0.9881
uneasy	0.9929
uneatable	0.6838
uneaten	0.9837
uneconomic	0.8219
uneconomical	0.9378
uneconomically	0.8977
unedifying	0.8420
unedited	0.9884
uneducable	0.5633
uneducated	1.0000
unelaborated	0.8593
unelectable	0.9087
unelected	0.9398
unembarrassed	0.8342
unembellished	0.9732
unembroidered	0.9405
unemotional	0.9881
unemotionally	0.9793
unempirical	0.8347
unemployable	0.9854
unemployed	0.9950
unemployment	0.9976
unenclosed	0.8309
unencumbered	0.9519
unending	0.9811
unendingly	0.8939
unendorsed	0.9040
unendurable	0.9155
unendurably	0.7995
unenergetic	0.9172
unenforceable	0.9596
unenforced	0.9346
unengaged	0.9299
unenhanced	0.9348
unenlightened	0.9625
unenlightening	0.8932
unentertaining	0.8505
unenthused	0.9416
unenthusiastic	0.9907
unenthusiastically	0.9969
unenviable	0.9229
unenvied	0.8252
unequal	0.9923
unequaled	0.9440
unequally	0.9705
unequipped	0.9816
unequivocal	0.9827
unequivocally	0.9712
unerring	0.8036
unerringly	0.8035
unescorted	0.9552
unessential	0.8856
unethical	0.9928
unethically	0.9744
unevaluated	0.9599
uneven	0.9977
unevenly	0.9840
unevenness	0.9762
uneventful	0.9950
uneventfully	0.9764
unexacting	0.8456
unexaggerated	0.9267
unexamined	0.9813
unexampled	0.5402
unexcavated	0.9231
unexcelled	0.7214
unexceptionable	0.7821
unexceptionably	0.7600
unexceptional	0.9776
unexceptionally	0.9668
unexcitable	0.9665
unexcited	0.9548
unexciting	0.9757
unexcused	0.9462
unexecuted	0.9354
unexercised	0.9060
unexhausted	0.7494
unexpanded	0.9197
unexpected	0.9976
unexpectedly	0.9951
unexpectedness	0.9211
unexpended	0.8807
unexpired	0.9253
unexplainable	0.9808
unexplainably	0.8726
unexplained	0.9952
unexploded	0.9109
unexploited	0.9700
unexplored	0.9975
unexposed	0.9707
unexpressed	0.9492
unexpressive	0.9290
unexpurgated	0.6054
unfading	0.9252
unfailing	0.9766
unfailingly	0.9370
unfair	0.9953
unfairly	0.9925
unfairness	0.9832
unfaith	0.5897
unfaithful	0.9974
unfaithfully	0.9904
unfaithfulness	0.9833
unfaltering	0.9643
unfalteringly	0.9347
unfamiliar	0.9950
unfamiliarity	0.9878
unfamiliarly	0.9518
unfarmed	0.8900
unfashionable	0.9893
unfashionably	0.9897
unfasten	0.9879
unfastened	0.9880
unfatherly	0.9370
unfathomable	0.9806
unfathomably	0.9650
unfathomed	0.9227
unfavorable	0.9878
unfavorably	0.9874
unfazed	0.9681
unfeasibility	0.8798
unfeasible	0.9215
unfeasibly	0.9046
unfecundated	0.3342
unfed	0.9599
unfeeling	0.9622
unfeelingly	0.8919
unfeigned	0.8333
unfelt	0.8988
unfeminine	0.9477
unfenced	0.9331
unfermented	0.9607
unfertile	0.7668
unfertilized	0.9948
unfetter	0.7722
unfettered	0.9201
unfiled	0.9573
unfilled	0.9821
unfiltered	0.9973
unfinished	0.9977
unfired	0.8011
unfishable	0.8075
unfit	0.9924
unfitness	0.7635
unfitted	0.9449
unfitting	0.9797
unfittingly	0.9370
unfix	0.6930
unfixable	0.9687
unfixed	0.9296
unfixing	0.7011
unflagging	0.9111
unflaggingly	0.7755
unflappable	0.9474
unflattering	0.9903
unflatteringly	0.9569
unflavored	0.9837
unflawed	0.9216
unfledged	0.8115
unflinching	0.9730
unflinchingly	0.9446
unflustered	0.9370
unfocused	0.9883
unfold	0.9974
unfolded	0.9949
unfolding	0.9920
unforced	0.9404
unforeseeable	0.9831
unforeseeably	0.9489
unforeseen	0.9872
unforgettable	0.9975
unforgettably	0.9818
unforgivable	0.9950
unforgivably	0.9493
unforgiven	0.9931
unforgiving	1.0000
unforgotten	0.9637
unformatted	0.9828
unformed	0.9450
unformulated	0.9696
unfortified	0.9801
unfortunate	1.0000
unfortunately	0.9951
unfound	0.9038
unfounded	0.9928
unfoundedly	0.7649
unframed	0.9842
unfreeze	0.9330
unfreezing	0.8304
unfrequented	0.9176
unfriendliness	0.9711
unfriendly	0.9903
unfrock	0.7190
unfrocked	0.8224
unfrosted	0.9381
unfroze	0.8179
unfrozen	0.9538
unfruitful	0.9399
unfruitfulness	0.8545
unfulfilled	0.9902
unfulfilling	0.9948
unfunded	0.9637
unfunny	0.8263
unfurl	0.9171
unfurnished	0.9923
unfussy	0.7939
ungainliness	0.8165
ungainly	0.9048
ungallant	0.7437
ungallantly	0.8773
ungenerous	0.8043
ungenerously	0.8532
ungentle	0.7115
ungentlemanly	0.9099
ungifted	0.9394
ungird	0.5216
unglamorous	0.9429
unglazed	0.9599
ungloved	0.9270
unglue	0.8975
unglued	0.9566
ungodliness	0.9795
ungodly	0.9837
ungovernable	0.9594
ungovernableness	0.5937
ungovernably	0.7186
ungoverned	0.9787
ungraceful	0.9668
ungracefully	0.9644
ungracious	0.9628
ungraciously	0.9682
ungraciousness	0.8972
ungraded	0.9747
ungrammatical	0.8333
ungrammatically	0.7850
ungraspable	0.8747
ungrateful	0.9925
ungratefully	0.9784
ungratefulness	0.9862
ungratified	0.9380
ungreased	0.9550
ungrounded	0.9615
ungrouped	0.9399
ungrudging	0.7980
ungrudgingly	0.8869
unguaranteed	0.8020
unguarded	0.9884
unguardedly	0.9005
unguent	0.4312
ungues	0.1222
unguided	0.9695
unguis	0.0897
ungula	0.3048
ungulate	0.6391
unhallowed	0.8765
unhampered	0.9493
unhand	0.9049
unhandled	0.8644
unhandsome	0.5653
unhandsomely	0.7325
unhandy	0.7397
unhappily	0.9874
unhappiness	0.9885
unhappy	0.9976
unhardened	0.8898
unharmed	0.9954
unharmonious	0.9036
unharnessed	0.9801
unhealed	0.9406
unhealthful	0.7295
unhealthily	0.8914
unhealthiness	0.9401
unhealthy	0.9976
unheard	0.9945
unhearing	0.7875
unheated	0.9681
unheeded	0.9465
unheeding	0.9335
unheedingly	0.8931
unhelpful	0.9839
unhelpfully	0.8965
unhelpfulness	0.8967
unheralded	0.9380
unhesitant	0.8217
unhesitating	0.9235
unhesitatingly	0.8886
unhidden	0.9110
unhide	0.7053
unhindered	0.9774
unhinge	0.9822
unhip	0.7661
unhistorical	0.7683
unhitch	0.9477
unhitched	0.9712
unhittable	0.7487
unholy	1.0000
unhook	0.9853
unhooked	0.9872
unhopeful	0.8773
unhopefully	0.7220
unhorse	0.6188
unhurried	0.9345
unhurriedly	0.9169
unhurriedness	0.7500
unhurt	0.9123
unhygienic	0.9506
unhyphenated	0.9095
uniaxial	0.5333
unicameral	0.4436
unicast	0.5385
unicellular	0.8726
unicity	0.3990
unicode	0.8193
unicorn	1.0000
unicycle	0.9976
unicyclist	0.9769
unidentifiable	0.9807
unidentifiably	0.9545
unidentified	1.0000
unidimensional	0.8970
unidiomatic	0.5726
unidirectional	0.8862
unification	0.9821
unified	0.9863
unifier	0.8856
uniform	0.9947
uniformed	0.9883
uniformitarian	0.6841
uniformity	0.9897
uniformly	0.9821
unify	0.9894
unifying	0.9812
unilateral	0.9541
unilateralism	0.9083
unilateralist	0.8968
unilaterally	0.9327
unilingual	0.8493
unimaginable	1.0000
unimaginably	0.9722
unimaginative	0.9898
unimaginatively	0.9767
unimaginativeness	0.9341
unimagined	0.9822
unimpaired	0.9857
unimpassioned	0.8428
unimpeachable	0.9537
unimpeachably	0.8246
unimpeded	0.9736
unimportance	0.9335
unimportant	0.9905
unimportantly	0.9121
unimposing	0.9726
unimpressed	0.9872
unimpressionable	0.9756
unimpressive	0.9947
unimpressively	0.9542
unimproved	0.9649
unincorporated	0.9681
unindicted	0.7923
unindustrialized	0.9308
uninfected	0.9453
uninflammable	0.3586
uninflected	0.7844
uninfluenced	0.9229
uninformed	0.9816
uninfringeable	0.7523
uninhabitable	0.9803
uninhabited	0.9846
uninhibited	0.9949
uninitiated	0.9651
uninjured	0.9785
uninominal	0.4346
